"review_text","review_status"
"Nulla mi ante, tempor at ultricies id; mollis ut diam. Vivamus sagittis mollis risus quis tincidunt! Suspendisse tincidunt rhoncus est eget ultrices. Suspendisse egestas aliquet molestie? Cras at libero at metus fermentum scelerisque eu sed lacus? Integer tortor turpis, convallis ut sollicitudin a, tincidunt et velit. Duis id posuere urna. Aliquam mattis bibendum velit dictum pulvinar. Aliquam tellus lorem, laoreet vel lacinia vitae, dictum non mauris. Praesent viverra placerat imperdiet? metus.",Approved
Very impressed good quality and found it easy to use,Approved
Decided to push the boat out a year ago and replace my second Belling with this which sounded good and I thought it would be superior to a  Belling. However I have been disappointed as the main oven door doesn't seem to fit. After a lot of hassle got it seen to by a lad who didn't specialise in AEGs who replaced the door which is even worse and is only double glazed. I find the main oven poor unless the fan is on. Also one knob seems too loose and is easy to knock onto a higher temperature. Quality of the knobs is poor as the paint is already rubbing off. The ceramic top has marked already. I don't find it especially easy to keep the ovens clean. I am currently mustering up the strength to contact Currys again with these problems .,Rejected
"good product, very reliable, perfect washing, silent, washing cycle lasts according to the weight loaded",Approved
"Nulla ut dolor erat, eu consectetur nisi. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cras aliquam posuere lobortis. Nulla vulputate, urna eu consectetur aliquam, risus leo pharetra erat, at ornare nunc augue nec nisl. Etiam convallis tempus mi vitae rutrum.",Approved
"Ut sed nunc dui, et eleifend enim. Morbi non sodales justo. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Nunc placerat, velit et porta bibendum, nulla neque gravida justo, in consectetur dui justo vitae nisl. Sed volutpat velit vitae orci faucibus congue condimentum nulla consequat. Morbi pellentesque, tortor nec fringilla elementum, dui est varius nisi, a vulputate est justo ut ipsum. Nulla sem est, facilisis in luctus ut, consectetur nec nullam.",Approved
"If you write review text, it should be at least 50 characters, otherwise only your ratings will count.If you write review text, it should be at least 50 characters, otherwise only your ratings will count.If you write review text, it should be at least 50 characters, otherwise only your ratings will count.",Approved
Very pleased with all of it so far. The induction hob is simply amazing. I am always astounded just how quick and responsive it is. Wonderful. And so easy to clean.,Approved
"I am so pleased with this machine. It has lots of useful programs such as the duvet wash so my puffy jacket is no longer ruined by washing. I like the idea of being able to do a big wash all in one go so I don't have to do so many separate washes and I think the best feature is it weighs the amount in the drum so you don't overload it also runs very quietly, there are lots more programs I have not mentioned but I have not used them all yet. Overall I am very happy with this product",Approved
"I really like the strong shelves in this fridge and the salad drawer is also not flimsy. The only thing I miss is the wine rack that I had in my previous larder fridge! Overall, very good fridge with a huge capacity.",Approved
"Phasellus dictum; orci facilisis bibendum auctor, arcu nulla bibendum sem, sed euismod erat orci et urna! Mauris vel dui sit amet mauris semper pharetra! Curabitur eu orci est, sit amet vestibulum mi. Cras vulputate tincidunt turpis, eu semper purus lacinia sed. Proin faucibus luctus ultricies. Vestibulum malesuada eleifend velit ac volutpat. Praesent posuere interdum dui, eget fringilla tortor gravida ac. Suspendisse nec turpis adipiscing lorem dapibus scelerisque. Vestibulum euismod cras amet.",Approved
"Lovely looking oven. Very easy to use, straight forward to operate with good clear instructions. The hob is excellent as it detects the size of pan used rather than trying to match a pan to the ring size. Much easier to clean than my last hob which,when wiping with a cloth would randomly switch everything on & off. I only gave four stars for design as the vents for the ovens make condensation on the wall above the hob. Not ideal.",Approved
Excellent washing machine at a good price and the bonus of a 5 year guarantee within the price.,Approved
"Very quick, saves electricity, instant control, no waiting to heat up, no burnt on food and safe with children around.
One design issue - this is our second one in just over two years as we accidently cracked the hob on our first one on the front right hand corner as there is no protection around edge of hob and it is slightly raised up due to the sealing gasket so is quite vulnerable on the corners.",Approved
"This hob certainly warrants the premium price point, it screams high quality even before you turn it on. Aesthetically it is sleek and stylish, bringing elegance to what is usually a boring work surface. Functionally, this hob has been a pleasure to use so far, bringing all the bells and whistles to the party. From the responsive touch sensitivity to the power boost function and extremely convenient built in timer this hob performs flawlessly. I would certainly recommend this product to anyone in the market for a premium cooking experience. Well done AEG, absolute perfection!",Approved
"The appliances are well built, however the instruction books are not? Pleased with their performance, but still struggling to get the best out of them, due to the instructions. having said that they are quiet and smooth ,and easy to look after.

I would give them an overall score of 7/10 only because of the manuals.",Approved
"Fusce in lacus eu elit dignissim vestibulum ac at elit. Phasellus placerat suscipit tempor. Ut vitae blandit lorem. Sed molestie ornare pretium. Nullam aliquet ante id magna pharetra adipiscing? Maecenas at arcu id dui sollicitudin congue in et sapien. Vivamus ac convallis eros? Donec ultricies hendrerit auctor. Nulla sodales dictum accumsan. Aenean nec nulla nisl. Cras tincidunt ultricies diam, a tristique urna bibendum id. Phasellus a eros nec nisi ullamcorper lobortis. Quisque turpis posuere.",Approved
"This a a superb cooker. 

Having changed from an old - over 12 years old cooker!, it was a bit of a culture shock though!

Perseverance, and careful reading of the manual is the trick to getting to grips with something new - and that is also working for this great cooker.

Make sure you read the manual, and you will enjoy a great experience.",Approved
"I love my new machine, great features and very easy to use would definitely recommend this product",Approved
"We purchased this product because it was the top recommended by Which Magazine.
My wife has used this oven for three months and found it to be the best one she has had.",Approved
Spacious oven. Solid construction. Good all round performance.,Approved
The machine comes standard with good useable instructions and the machine itself is easy to use with good features,Approved
"If you write review text, it should be at least 50 characters, otherwise only your ratings will count.",Approved
"It's a good product all round,if you like cooking then this is best for you as it's really fast and operation is easy.",Approved
"Curabitur interdum nulla ut dui egestas vitae mattis lacus scelerisque. Quisque congue elementum dolor non dictum. Nulla id condimentum purus. Vivamus id felis felis. Nullam varius interdum faucibus. Nulla at nunc lorem. Nulla diam eros, consectetur fringilla dictum vitae, pulvinar a massa. Donec augue neque, interdum vitae iaculis a; feugiat at nibh? Suspendisse ut ligula sit amet mauris viverra euismod non et turpis. Nam molestie velit et dui placerat volutpat facilisis ligula aenean suscipit.",Approved
"After I purchased this shirt I went straight to the skatin' rink, pulled out my rollerblades, and skirted off into the night. It was like magic-- all of the ladies wanted to couples skate with me!",Approved
"Vivamus suscipit fringilla lacinia. Cras ornare orci vel libero dictum malesuada. Donec iaculis neque nec justo pulvinar molestie. Sed vitae velit non nulla suscipit ullamcorper eu pretium erat. Duis sollicitudin, purus ut porta tempus, orci quam accumsan ante, vel elementum lectus tellus eget neque. Aliquam vel porta ligula. Nulla non pulvinar diam. Aenean at justo id odio auctor interdum eget ac nibh. Integer id nisl magna, eget faucibus sapien. Mauris molestie lectus at velit adipiscing amet.",Approved
"Pellentesque a mi est. Aliquam sollicitudin est vehicula lectus scelerisque tempus! Donec vehicula blandit tincidunt. Nulla et ligula risus, faucibus scelerisque dui. Curabitur magna nulla, facilisis eu porttitor et, elementum eget diam. Cras sagittis leo eget dui dignissim in molestie tellus auctor! Sed congue lobortis sem, eget scelerisque tellus sodales placerat! Phasellus feugiat commodo bibendum. Donec odio erat, dictum a tempus commodo, interdum ac nibh. Pellentesque varius iaculis nullam.",Approved
"Sed iaculis, diam at sollicitudin varius, ipsum purus tempus libero, nec faucibus arcu dui lacinia purus. Donec lacinia scelerisque imperdiet. In laoreet sapien dui! Fusce tellus metus; scelerisque sed iaculis a, commodo id enim. Praesent eu augue sed metus vestibulum interdum. Mauris orci odio, tincidunt at varius sed, vehicula at justo. Suspendisse ut mauris dui. In vitae orci id augue sodales commodo et vel odio. Pellentesque non neque in neque tempor malesuada. Curabitur consequat lectus id.",Approved
"Nam erat dolor, accumsan a venenatis ac, scelerisque vitae ligula. Aliquam tincidunt dapibus tellus at elementum. Nam magna leo, molestie ut auctor in, tincidunt vitae dui. Donec sed turpis dui. Integer congue, lorem et scelerisque sagittis, ligula quam vestibulum magna, nec consectetur eros enim a ipsum. Aliquam eleifend, neque in tristique consectetur, lorem felis faucibus tortor, a malesuada sapien dui a risus? Sed purus neque, tristique sit amet consequat et, imperdiet vitae nibh. Donec sed.",Approved
"Integer lacinia mauris id turpis ornare sollicitudin. Proin venenatis eros risus, sed iaculis turpis. Donec semper placerat nisl a mollis. Aliquam et nisl quam; non consequat metus. Pellentesque semper lectus et tortor ornare fringilla vel consequat orci. Morbi at lorem diam, quis aliquet tortor. Aenean aliquet sapien eu ante ultrices ornare! Proin vel nunc quis ligula mattis condimentum. Suspendisse a nunc mi; eget commodo augue. Sed tristique condimentum augue venenatis egestas. Nunc volutpat.",Approved
